	A21	A22	AC1	AC2	AC3	A23
NR_038953	1722	1909	3163	3925	4274	1536
NM_002370	2060	1456	2190	3568	2424	1639
NM_000098	2755	2920	3144	4653	4678	2705
NM_017887	2419	1827	2217	3620	3155	2226
NM_001304760	2419	1827	2217	3620	3155	2226
NM_001304759	2419	1827	2217	3620	3155	2226
NR_130897	734	637	701	1874	1159	758
NM_033067	1	0	0	5	1	30
NR_002314	0	0	0	0	0	0
NM_000792	487	255	430	678	282	311
NM_001039716	487	255	430	678	282	311
NM_001039715	487	255	430	678	282	311
NR_036640	761	909	1652	2045	2264	746
NM_213593	487	255	430	678	282	311
NM_018982	761	909	1652	2045	2264	746
NR_036639	761	909	1652	2045	2264	746
NM_001010978	3	10	61	15	101	8
NM_052940	2693	2611	2942	1836	3358	2239
NM_001276394	3	10	61	15	101	8
NR_039942	0	0	0	0	0	0
NM_001256409	2693	2611	2942	1836	3358	2239
NM_004872	1098	1515	1449	1563	2315	1042
NM_001305066	490	620	594	1116	1158	427
NM_001305052	1098	1515	1450	1680	2321	1044
NM_001305051	1098	1515	1450	1680	2321	1044
NM_001305050	1098	1515	1449	1563	2315	1042
NM_001305049	1098	1515	1450	1680	2321	1044
NM_001305043	1098	1515	1449	1563	2315	1042
NM_001276395	3	10	61	15	101	8
NM_001276393	3	10	61	15	101	8
NM_001276392	3	10	61	15	101	8
NM_201546	2	37	10	26	125	21
NM_016491	3265	2832	3858	4016	3511	2857
NR_103541	26	50	282	138	54	33
NM_176782	313	287	349	1162	525	337
NM_001039464	292	245	407	664	269	253
NM_001291332	292	245	407	664	269	253
NR_111931	292	245	407	664	269	253
NR_026782	292	245	407	664	269	253
NM_001114108	0	5	4	5	83	15
NM_152607	196	226	343	430	241	247
NM_001291333	2590	2664	2273	3014	3551	2373
NM_004623	2590	2664	2273	3014	3551	2373
NM_001110533	196	226	343	430	241	247
NM_152268	1758	2704	2331	4862	3399	2365
NM_017904	0	5	3	4	83	14
NM_014762	4653	5445	8467	8993	9723	5051
NM_182532	57	20	3	6	54	11
NM_174936	352	308	343	1026	680	410
NR_110451	351	308	341	804	666	401
NM_057176	0	0	0	0	0	0
NR_038320	688	411	1535	2130	2014	838
NR_039618	0	0	0	0	0	0
NM_000562	17	26	47	3	11	27
NM_002353	0	0	0	0	0	0
NM_001085487	5065	4774	3751	3589	5340	4901
NM_002228	395	330	1270	1205	1245	111
NR_034015	280	232	1055	2084	1809	150
NR_034014	280	232	1055	2084	1809	150
NR_108106	280	232	1055	2084	1809	150
NR_027120	26	2	5	15	89	3
NR_039861	0	0	0	0	0	0
NR_110627	21	3	5	4	13	34
NM_000775	5	38	31	23	32	2
NM_152377	5	4	77	20	97	24
NR_110618	4	1	1	0	5	12
NR_110617	4	13	1	1	5	13
NR_104180	0	0	0	0	2	7
NR_073400	0	0	0	0	1	11
NM_032027	2290	2560	3370	4015	4160	2715
NR_036059	0	0	0	0	0	0
NR_036058	0	0	0	0	0	0
NM_001164835	9	9	12	41	5	8
NM_019079	9	9	12	41	5	8
NM_001272002	4330	5278	3469	5515	7105	4700
NM_014495	370	278	193	275	470	270
NM_012183	0	0	0	0	0	17
NR_106716	0	0	0	0	0	0
NR_121637	15	0	62	2	3	0
NR_121636	15	0	62	2	3	0
NR_121635	15	0	62	2	3	0
NR_121634	15	0	62	2	3	0
NM_013339	3646	3388	3967	7157	5548	3780
NR_002771	27	36	1	96	7	54
NM_032437	1333	754	981	905	720	714
NR_110666	14	26	65	13	8	5
NR_110665	0	12	56	12	5	1
NM_152489	99	15	90	60	39	18
NR_039957	0	0	0	0	0	0
NR_119383	94	54	717	797	711	22
NR_037443	0	0	0	0	0	0
NR_029516	0	0	0	0	0	0
NM_017526	951	1230	2313	2661	3016	1116
NM_001198683	643	730	1549	2116	1931	626
NM_001198681	951	1214	2313	2660	3011	1110
NR_123718	0	2	58	1	1	1
NM_001037339	1139	300	932	2206	1337	334
NM_001297442	374	65	370	595	456	119
NR_036060	0	0	0	0	0	0
NM_005478	0	0	0	0	0	0
NM_001077703	7418	8185	11889	12808	16662	8066
NM_001077704	5386	6626	9318	7918	12185	6247
NM_001146110	7418	8185	11889	12808	16662	8066
NM_001146113	7418	8185	11889	12808	16662	8066
NM_001077702	7418	8185	11889	12808	16662	8066
NM_001077701	5386	6626	9318	7918	12185	6247
NM_001077700	7418	8185	11889	12808	16662	8066
NM_001278215	4264	3673	6117	9293	9412	4118
NM_001146112	7418	8185	11889	12808	16662	8066
NM_001146111	7418	8185	11889	12808	16662	8066
NM_020948	7418	8185	11889	12808	16662	8066
NR_075077	7	29	14	37	61	24
NM_001276352	7	29	14	37	61	24
NM_001276351	7	29	14	37	61	24
NM_001258216	1275	1388	3910	4872	5785	1476
NM_001258215	1275	1388	3910	4872	5785	1476
NM_001258214	1275	1388	3910	4872	5785	1476
NM_001559	1275	1388	3910	4872	5785	1476
NR_047584	1275	1388	3910	4872	5785	1476
NR_047583	1275	1388	3910	4872	5785	1476
NM_001199742	1841	1850	2161	5628	3403	1589
NM_001199741	1841	1850	2161	5628	3403	1589
NM_001924	1841	1850	2161	5628	3403	1589
NM_004675	7	1	2	3	77	0
NR_031664	0	0	0	0	0	0
NM_000329	151	175	155	241	90	38
NR_110671	611	1210	2552	4136	3476	1085
NM_001190987	7564	9852	13366	10592	16039	8935
NM_004768	7564	9852	13366	10592	16039	8935
NM_001031693	951	964	1956	1769	2354	809
NM_153742	823	575	4933	6368	6324	764
NM_001190463	823	575	4933	6368	6324	764
NM_001902	823	575	4933	6368	6324	764
NM_001036646	951	964	1956	1769	2354	809
NM_001036645	951	964	1956	1769	2354	809
NR_027404	951	964	1956	1769	2354	809
NR_125938	36	21	49	67	107	25
NR_038420	4534	6307	6429	4113	5955	5600
NM_005455	3194	3276	3348	2528	4724	3507
NM_198719	114	78	3720	2504	5047	123
NM_198715	88	56	2822	1929	3192	93
NM_203350	3194	3276	3348	2528	4724	3507
NR_029707	23	40	2	108	4	12
NR_046218	8	21	6	6	12	29
NR_110677	0	0	0	0	0	0
NM_003838	390	802	1113	1885	1563	404
NM_001199329	390	802	1113	1885	1563	404
NM_001199328	390	802	1113	1885	1563	404
NR_121671	1	22	1	29	39	25
NR_121670	1	20	1	5	39	24
NR_027962	4724	5224	5108	4113	7190	4506
NM_001162916	4724	5224	5108	4113	7190	4506
NM_001130042	946	972	1482	952	1668	1020
NM_001134759	946	972	1482	952	1668	1020
NM_001889	946	972	1482	952	1668	1020
NM_138467	4724	5224	5108	4113	7190	4506
NM_001130043	946	972	1482	952	1668	1020
NM_001256114	648	369	54	154	125	488
NM_001001933	973	546	130	165	143	630
NM_001127328	3360	3060	3558	5151	3590	3774
NR_002749	208	154	112	213	412	134
NR_002748	46	0	0	1	0	10
NM_004582	8812	8631	11484	9666	16624	8569
NR_003042	70	118	72	5	104	78
NM_000016	3360	3060	3558	5151	3590	3774
NM_001286044	3360	3060	3558	5151	3590	3774
NM_001286043	3360	3060	3558	5151	3590	3774
NM_001286042	3360	3060	3558	5151	3590	3774
NR_073562	8812	8631	11484	9666	16624	8569
NR_130749	487	309	557	847	410	648
NM_080868	7	4	3	11	72	2
NR_026546	7	4	3	11	72	2
NR_125939	1	1	4	109	88	3
NR_106978	0	0	0	0	0	0
NM_201624	2432	3017	3388	4479	5486	2418
NM_201626	1761	2076	2309	3503	3529	1700
NM_015017	2432	3017	3388	4479	5486	2418
NR_103535	587	606	1153	1043	670	504
NM_003902	9640	11125	10853	7678	16848	9845
NR_130152	9846	11465	11052	7797	17328	10105
NM_007034	693	906	977	491	566	762
NM_001303433	9640	11125	10853	7678	16848	9845
NM_001039585	1	5	7	15	7	5
NM_000959	1	5	7	15	7	5
NM_006417	53	81	72	6	16	130
NM_006820	714	1124	119	140	212	1126
NR_125942	1	0	0	0	0	0
NR_125943	1066	1140	34	79	116	681
NR_110633	3	3	3	15	1	9
NR_110632	3	3	3	15	1	9
NM_001300915	1265	1063	639	1090	749	813
NM_001300916	1642	1428	1152	1747	1534	1213
NM_001300917	1265	1112	640	1130	756	814
NM_207578	3810	3791	2831	3156	4694	3756
NM_021233	41	26	3	10	7	1
NR_003927	206	68	72	157	142	53
NM_058248	4	26	3	9	4	1
NM_005274	2476	3268	4167	6314	5011	2972
NM_004388	892	523	995	1588	1504	648
NM_025065	3184	3395	4223	4643	5608	3561
NM_001166294	3490	4317	5442	6511	6301	4302
NM_001166295	3490	4311	5442	6440	6296	4302
NM_001166293	3490	4317	5442	6511	6301	4302
NM_001166417	3490	4311	5442	6440	6296	4302
NM_014021	3490	4317	5442	6511	6301	4302
NR_027379	0	44	73	4	5	2
NM_001253693	516	528	612	1208	823	504
NM_018298	516	528	612	1208	823	504
NM_032184	3639	4456	2705	4188	3438	4270
NR_039619	0	0	0	0	0	0
NM_003921	1104	1259	1042	1415	1421	1107
NR_045484	276	201	464	733	619	422
NM_001554	2226	1955	322	736	549	1705
NM_017953	3121	3783	1620	1550	1970	3613
NM_001170670	3121	3783	1620	1550	1970	3613
NM_020729	1531	1539	1139	1222	2066	1449
NM_001184766	1767	1738	1141	1232	2309	1536
NM_001184765	1767	1738	1141	1232	2309	1536
NR_107010	0	0	0	0	0	0
NM_001007022	1531	1539	1139	1222	2066	1449
NM_001285	62	117	4	87	18	51
NR_024604	35	26	8	12	3	4
NM_016009	3188	3600	2292	2291	2943	3133
NM_001206652	3188	3600	2292	2291	2943	3133
NM_001206651	3188	3600	2292	2291	2943	3133
NM_001206653	3188	3600	2292	2291	2943	3133
NM_004261	3776	4381	2563	2844	3263	3706
NM_203341	3776	4381	2563	2844	3263	3706
NR_026989	2076	2083	836	657	981	1977
NR_026988	322	390	482	414	327	361
NR_026987	235	278	347	407	229	360
NR_026986	235	278	347	407	229	360
NR_026985	235	278	347	407	229	360
NM_006769	17031	21370	1864	3008	4932	18486
NR_038324	381	651	81	50	73	598
NM_001514	2128	1869	1205	3519	2502	2259
NM_001162536	2710	3131	2489	2050	3017	3173
NM_001008661	6581	7556	4279	3221	4740	7234
NM_001008662	6581	7556	4279	3221	4740	7234
NM_019610	2710	3131	2489	2050	3017	3173
NM_018284	97	10	19	97	105	31
NM_207398	30	27	48	8	15	14
NM_004120	1	2	4	8	95	24
NM_001134486	6	5	28	6	4	3
NM_052942	6	5	28	6	4	3
NR_077244	36	0	1	0	2	0
NR_003133	45	28	27	87	44	88
NM_198460	5	22	5	12	6	14
NR_033981	208	117	99	50	23	173
NM_182976	3523	3842	1934	2789	3255	3401
NR_002830	141	213	138	189	223	158
NM_182975	1673	1384	1356	2272	1783	1720
NM_020063	0	0	0	0	0	0
NM_201269	9099	11679	7113	6340	9976	10857
NM_032186	9099	11679	7113	6340	9976	10857
NM_016620	8745	11246	6401	5414	9151	10289
NM_001134420	3814	5307	2979	2825	2751	5283
NM_001134419	3983	5381	3396	3142	2928	5423
NM_003503	3983	5381	3396	3142	2928	5423
NM_001726	74	65	88	177	168	112
NM_001242808	98	65	93	187	171	114
NM_001242807	98	65	93	187	171	114
NM_001242806	98	65	93	187	171	114
NM_173567	80	122	172	93	124	146
NM_001242805	98	65	93	187	171	114
NM_207189	98	65	93	187	171	114
NM_001242810	98	65	93	187	171	114
NM_183242	1167	872	1563	1131	1497	842
NM_015237	65	114	91	10	93	133
NM_001287737	442	427	384	1186	393	274
NM_001012425	922	938	367	1038	1167	1079
NM_053274	3920	4925	3236	3687	4188	4418
NM_001127216	5	25	70	323	102	32
NM_001127215	1	2	65	2	2	19
NM_005263	34	25	138	461	143	32
NR_000006	108	283	102	72	42	179
NM_000969	6638	6448	4825	3665	5620	6242
NR_002444	0	19	1	1	0	7
NM_001167830	3329	4488	1772	2611	3718	4069
NM_016040	3329	4488	1772	2611	3718	4069
NR_030761	3329	4488	1772	2611	3718	4069
NM_001938	1949	2965	1086	1420	2124	2396
NR_034089	2625	3423	1807	2954	1800	3100
NM_001261410	955	1249	609	958	644	1225
NR_034091	117	50	122	152	21	70
NM_014597	2674	2777	1355	1960	2437	2371
NR_030621	292	246	329	534	834	286
NM_004815	693	476	721	2417	1250	220
NM_001178096	349	211	73	232	67	198
NM_001993	349	211	73	232	67	198
NR_039620	0	0	0	0	0	0
NM_001286055	4964	4845	2975	3832	3731	4607
NM_001839	4964	4845	2975	3832	3731	4607
NM_001286056	2926	2628	1113	946	1791	2926
NM_144988	1114	1142	1594	1287	921	1645
NM_001305242	1114	1142	1594	1287	921	1645
NR_131032	1114	1142	1594	1287	921	1645
NM_152487	2145	2722	1389	1302	1374	2687
NM_001199679	2224	2867	1534	1543	1505	2755
NM_001128142	991	1182	660	1671	1500	1403
NM_001199682	991	1182	660	1671	1500	1403
NM_001278248	991	1182	660	1671	1500	1403
NM_015485	991	1182	660	1671	1500	1403
NM_001278247	991	1182	660	1671	1500	1403
NR_103484	991	1182	660	1671	1500	1403
NR_103483	991	1182	660	1671	1500	1403
NR_110622	0	0	0	0	0	0
NR_110621	0	0	0	0	0	0
NR_046591	0	36	0	1	2	24
NR_046105	11264	15494	497	615	1641	13965
NR_039604	191	126	6	13	18	131
NR_029679	96	85	1	3	9	73
NM_001037317	174	165	69	18	25	222
NM_001010861	174	165	69	18	25	222
NR_125951	0	1	0	0	0	11
NM_001013660	1483	1222	77	306	181	1419
NR_030382	702	488	11	38	232	606
NR_037516	702	488	11	38	232	606
NM_000646	1580	1419	1072	615	974	1983
NM_000642	1784	1673	1200	1122	1353	2248
NM_000643	1637	1538	1075	621	1074	2062
NM_000645	1481	1069	768	494	783	1591
NM_000644	1637	1538	1075	621	1074	2062
NM_000028	1637	1538	1075	621	1074	2062
NM_001271685	1935	2235	907	1022	1076	1804
NM_001271684	2265	2474	1233	1835	1130	2049
NM_012243	2265	2474	1233	1835	1130	2049
NM_001256387	986	1112	420	151	382	746
NM_001256386	986	1112	420	151	382	746
NM_001256385	986	1112	420	151	382	746
NM_194292	3357	4584	2773	2477	3435	3820
NM_001304829	3357	4584	2773	2477	3435	3820
NM_019083	1406	1298	537	758	809	1539
NM_144620	986	1112	420	151	382	746
NM_001130841	2077	2427	2084	2291	2472	2080
NM_003729	2077	2427	2084	2291	2472	2080
NR_030279	0	0	0	0	0	19
NR_110435	171	244	90	282	593	271
NR_110434	171	244	90	282	593	271
NM_022049	43	0	4	268	12	18
NR_038914	16	18	16	35	21	9
NM_001033025	1871	1746	1984	1212	1718	2168
NM_001261442	1871	1746	1984	1212	1718	2168
NM_001261441	1871	1746	1984	1212	1718	2168
NM_001261440	1871	1746	1984	1212	1718	2168
NM_001144884	4149	5003	3503	2835	5501	4885
NM_001439	1871	1746	1984	1212	1718	2168
NR_048570	1871	1746	1984	1212	1718	2168
NM_133496	4149	5003	3503	2835	5501	4885
NR_109849	3346	4061	2085	2622	3400	3573
NM_001077395	3784	4832	1923	1933	2554	4528
NM_001077394	3784	4832	1923	1933	2554	4528
NM_015958	3784	4832	1923	1933	2554	4528
NM_001400	48	1	49	127	6	0
NR_104626	0	0	0	1	51	0
NR_126402	46	25	19	35	13	19
NR_046482	0	0	0	0	0	0
NR_033424	362	423	15593	10273	26865	331
NM_001288821	421	458	18548	11359	26134	376
NR_110212	421	458	18548	11359	26134	376
NM_001286997	1585	1550	3085	2198	4281	1082
NM_000699	0	0	14	1	0	0
NM_020978	620	632	1621	1216	2332	710
NR_024438	1	2	129	215	20	69
NR_033990	1	2	0	0	35	15
NR_125954	1	0	0	0	0	9
NR_125955	3	2	2	7	17	11
NM_018137	2053	2072	1071	2308	2398	1824
NR_107006	0	0	0	0	0	0
NM_001143989	1	0	1	0	0	1
NM_013386	1066	1686	1489	1863	1600	1307
NM_213651	718	1099	744	1310	970	897
NM_001143987	2	0	0	0	0	3
NM_001143988	2	0	0	0	0	3
NM_001010883	1201	1071	528	432	465	832
NM_144584	22	2	11	35	9	4
NM_001102592	22	2	11	35	9	4
NM_018061	3586	4967	2573	3408	4127	4258
NR_037185	3586	4967	2573	3408	4127	4258
NM_001144937	72	45	17	96	19	48
NR_049760	59	65	69	164	83	32
NM_152763	59	65	69	164	83	32
NR_034168	0	0	0	0	0	0
NR_049777	0	0	0	0	0	0
NM_015127	2142	2339	2107	1522	2326	2584
NM_001278203	1601	1587	997	639	1412	1544
NM_001278202	1601	1587	997	639	1412	1544
NM_001048210	2142	2339	2107	1522	2326	2584
NM_005645	686	1025	852	1272	1403	722
NM_001122961	1611	1915	1112	1376	1139	1991
NR_003023	1700	1555	2136	3300	2608	1690
NM_020141	1136	1036	795	723	1568	981
NM_032636	721	648	637	864	477	718
NM_001408	1873	1792	1148	1913	1420	1562
NM_001005290	721	648	637	864	477	718
NM_001032291	721	648	637	864	477	718
NM_006513	2852	2723	4042	7112	7941	2389
NM_001284353	74	98	15	226	70	74
NR_034072	1109	1219	1473	2874	3800	1020
NM_001199774	5074	6139	2759	3303	4569	5197
NM_001199773	5074	6139	2759	3303	4569	5186
NM_002959	1401	1417	487	586	535	1380
NM_001199772	5074	6139	2759	3303	4569	5186
NM_001205228	1205	1267	276	369	388	1190
NM_002790	5074	6139	2759	3303	4569	5186
NM_001134403	592	505	541	1489	942	670
NM_001134402	656	505	542	1621	952	705
NM_001134400	592	505	541	1489	942	670
NM_001134404	592	505	541	1489	942	670
NM_020703	93	132	180	355	214	71
NM_031936	111	168	208	19	301	104
NM_182580	592	505	541	1489	942	670
NM_001040709	387	304	377	344	629	259
NM_153340	1600	1465	1104	1039	1294	1202
NM_147148	428	358	386	288	84	680
NM_139156	1980	1689	976	1749	1829	1704
NM_000850	323	217	165	157	44	538
NM_001257360	1980	1689	976	1749	1829	1704
NM_000848	460	433	186	193	218	378
NM_005272	1122	1081	1163	801	1296	1229
NM_004037	1426	1211	436	1111	1033	876
NM_001142368	642	930	623	218	604	926
NM_203404	747	429	146	409	190	483
NR_029583	2	27	74	3	111	13
NM_001257361	848	509	300	416	206	543
NR_024538	323	217	165	157	44	538
NM_133181	0	14	0	0	1	32
NM_024526	0	14	0	0	1	32
NR_024537	603	561	30	27	72	599
NM_000851	50	1	78	69	54	25
NM_000849	603	561	30	27	72	599
NM_139053	0	14	0	0	1	32
NM_172212	906	1049	669	747	859	507
NM_172210	906	1009	669	745	858	507
NM_000757	995	1229	682	796	1056	737
NM_172211	995	1229	682	796	1056	737
NM_006621	5554	6302	3218	4463	4682	6350
NM_033088	3330	3743	1899	3794	2794	3286
NM_001242674	2791	3534	1189	964	1951	3328
NM_001270768	3470	3938	1995	3917	2907	3400
NM_001242676	2580	3246	1176	801	1709	3096
NM_001242675	2580	3246	1176	801	1709	3096
NM_006492	2009	1677	1014	1963	1053	1604
NM_001242673	5554	6302	3218	4463	4682	6350
NR_073071	3330	3743	1899	3794	2794	3286
NM_203412	0	54	0	2	3	0
NM_001010898	197	135	72	130	223	150
NR_126382	130	288	189	98	129	173
NR_046546	113	49	258	360	108	47
NR_036595	2913	2144	2432	2809	3676	2278
NM_001201548	5273	5084	1431	2402	2198	5200
NM_032414	0	25	0	0	1	0
NM_001201546	5273	5084	1431	2402	2198	5200
NM_001201549	5273	5084	1431	2402	2198	5200
NM_001201547	5273	5084	1431	2402	2198	5200
NM_006402	1065	1698	1144	2637	1676	1273
NM_004696	5273	5084	1431	2402	2198	5200
NR_102697	1386	1013	1166	1957	2245	1511
NR_003599	32	0	0	2	2	13
NM_005549	0	0	0	0	0	0
NR_108042	0	0	0	0	0	0
NM_004974	0	0	0	0	1	16
NM_002232	0	0	0	0	0	0
NR_109846	6	1	1	3	2	12
NR_109845	6	1	1	3	2	12
NM_001006945	1570	1691	1359	1688	3719	1363
NM_000560	117	98	22	26	24	111
NM_001040033	118	115	22	26	25	134
NM_018372	1570	1691	1359	1688	3719	1363
NM_001025199	15	15	25	27	23	21
NM_001271833	1835	1556	1662	1549	1750	1614
NM_006090	3181	3580	2848	2224	2549	3315
NM_024901	1678	1517	1464	1224	1557	1578
NM_001025197	54	15	27	33	29	21
NM_001007794	3869	4145	3226	3384	3397	3830
NM_004000	54	15	27	33	29	21
NR_029429	4	25	3	2	5	1
NM_001040623	71	3	17	25	90	12
NM_021797	71	3	17	25	90	12
NM_181643	82	99	113	8	30	174
NR_003928	0	0	0	0	0	0
NR_125338	82	99	113	8	30	174
NM_201653	71	3	17	25	90	12
NM_001258003	71	3	17	25	90	12
NM_001258002	71	3	17	25	90	12
NM_001258001	71	3	17	25	90	12
NM_001258005	71	3	17	25	90	12
NM_001258004	71	3	17	25	90	12
NM_001300831	82	99	113	8	30	174
NM_000677	0	0	0	0	0	0
NM_001300835	39	113	59	5	103	93
NM_001688	2655	2648	1000	934	1634	2109
NM_174896	39	113	59	5	103	93
NM_024102	1573	913	700	676	1153	1134
NM_020683	2	3	6	12	7	0
NM_001302678	0	0	0	0	0	0
NM_001302679	0	0	0	0	0	0
NM_002557	228	126	82	149	186	154
NM_001300834	39	113	59	5	103	93
NR_034126	64	129	56	38	134	63
NR_038952	164	342	248	729	623	280
NR_038951	164	342	248	729	623	280
NM_019099	784	1010	1084	1447	2138	662
NM_198926	1692	1771	1780	3096	3114	1542
NM_007204	1533	1797	1169	1080	1269	1553
NR_125963	690	356	453	699	270	568
NR_046783	0	0	0	0	0	0
NR_046619	0	0	0	0	0	0
NM_001270945	0	0	0	1	35	0
NM_004185	966	1027	1219	695	1144	909
NM_024494	518	480	863	176	702	611
NR_036210	35	0	0	2	0	0
NM_001291880	966	1027	1219	695	1144	909
NM_020963	6607	7944	4301	5193	3342	7049
NM_006135	4642	6277	2464	3883	3120	5623
NM_001130079	5729	6842	3686	3673	2973	6064
NM_001286072	6607	7944	4301	5193	3342	7049
NM_182759	0	36	15	4	6	9
NM_005167	665	239	407	284	389	385
NM_001004440	0	36	15	4	6	9
NR_103744	1269	1708	1984	3255	2447	1548
NR_103743	1269	1708	1984	3255	2447	1548
NM_003051	5726	6567	3075	2976	4914	6412
NM_001166496	5724	6547	3075	2836	4851	6309
NR_002796	189	222	149	110	310	329
NR_103777	808	1519	845	1452	1090	1370
NR_038846	13	2	17	10	9	6
NM_015967	24	119	68	96	192	53
NM_001193431	24	119	68	96	192	53
NR_130896	2593	4057	2466	2396	2803	3341
NM_012411	24	119	68	96	192	53
NM_018364	2593	4057	2466	2396	2803	3341
NM_181358	1595	1854	1162	1233	1164	1889
NM_001286353	621	702	334	611	247	478
NM_001286352	621	702	334	611	247	478
NM_152696	2050	2941	1419	2915	2260	2192
NM_022836	972	1006	618	1157	1404	1047
NR_110726	317	390	205	806	639	245
NM_001253853	464	287	682	456	835	424
NM_001253852	464	287	632	454	835	411
NM_198269	1659	2042	1164	1243	1270	2013
NM_198268	2944	3610	1849	3087	2584	2963
NM_006594	464	287	682	456	835	424
NM_020190	621	702	334	611	247	478
NR_110725	209	302	99	375	548	212
NM_005872	761	1218	866	643	985	1117
NM_001130523	10169	12296	7106	4025	7634	10327
NM_000036	7	11	3	32	9	2
NM_001172626	7	11	3	32	9	2
NM_001102396	1294	1600	820	964	1375	1246
NM_001242893	10169	12296	7106	4025	7634	10327
NM_001242892	10169	12296	7106	4025	7634	10327
NM_007158	10169	12296	7106	4025	7634	10327
NM_001007553	10169	12296	7106	4025	7634	10327
NM_002524	3250	4128	2508	2094	3204	3311
NM_025073	1294	1600	820	964	1375	1246
NM_001242891	10169	12296	7106	4025	7634	10327
NR_049742	1294	1600	820	964	1375	1246
NR_049741	1294	1600	820	964	1375	1246
NM_001277991	0	0	0	0	0	0
NM_000549	0	0	0	0	0	0
NM_001172412	2185	2206	2146	2066	2516	1794
NM_001172411	2287	2538	2592	2788	2962	2037
NM_138959	2287	2538	2592	2788	2962	2037
NM_001111061	0	0	0	0	0	0
NM_005599	0	0	0	0	0	0
NR_125970	101	77	89	620	262	29
NR_125969	1	1	1	5	2	0
NM_152367	1	0	4	4	3	1
NM_001160234	3689	4192	2253	1914	2865	3936
NM_001160233	5049	5200	3192	3004	4323	5232
NR_027646	5967	6985	4745	4837	4722	6509
NR_027645	4973	5895	4303	4609	4216	5622
NR_024126	3554	3674	2853	2964	2740	3598
NR_024125	3566	3971	3117	3301	3135	3807
NR_024124	3566	3971	3117	3301	3135	3807
NR_125972	82	31	30	82	78	56
NR_125973	33	0	28	72	8	48
NM_001779	1790	1959	2790	3871	3353	2058
NM_001144822	1603	1780	2648	3552	3205	1848
NR_026665	1790	1959	2790	3871	3353	2058
NM_001013643	6	4	5	50	8	3
NR_031564	0	0	0	0	0	0
NM_020440	3744	3723	1537	1586	1749	3058
NR_030640	0	0	0	0	0	0
NM_003594	4175	5468	2779	2282	4517	5459
NM_001145635	1818	2200	1554	2016	1681	1844
NM_025188	1818	2200	1554	2016	1681	1844
NR_126408	21	18	28	38	31	27
NM_017709	168	144	335	864	752	96
NR_121626	1	38	63	270	55	43
NM_017686	2006	2417	1140	1327	2009	1831
NM_001135589	1513	1779	723	941	1294	1294
NM_152380	339	660	127	40	249	459
NR_126447	321	236	187	366	329	345
NR_125976	4287	4277	3742	4093	5109	4628
NR_125977	2003	1833	1953	2020	2593	2103
NR_125974	3531	3478	3036	3377	4225	3571
NR_046780	0	0	0	0	0	0
NM_000862	0	2	1	3	3	0
NM_001166120	0	0	0	0	0	0
NM_000198	0	0	0	0	0	0
NM_001080470	650	1065	766	545	462	1246
NR_033781	58	31	4	3	3	24
NR_036540	0	0	1	2	0	16
NM_006623	7153	8706	13761	14217	15129	7294
NM_005518	49	1	72	158	11	73
NM_001166107	49	1	72	158	11	73
NM_021794	0	0	0	0	0	0
NM_001159353	0	1	1	1	0	0
NM_001047980	96	113	142	102	177	99
NM_032044	0	1	1	1	0	0
NM_001159352	0	1	1	1	0	0
NM_001004340	41	6	4	1	5	26
NM_001244910	41	6	3	1	5	20
NM_001017986	41	6	4	1	5	26
NR_027337	2244	1982	4221	4376	5820	1798
